"City_Center","Metro","Castellana"
"-3.70379","-3.645225284, -3.703317807, -3.699375742, -3.692490884, -3.676377276, -3.702188296, -3.65391434, -3.618850584, -3.703978477, -3.703028749, -3.701811364, -3.698983453, -3.613471104, -3.599533888, -3.680990946, -3.639511225, -3.664145352, -3.675137364, -3.666807044, -3.689182341, -3.658685211, -3.669061703, -3.701332287, -3.624724517, -3.698258342, -3.704666475, -3.70110929, -3.695066467, -3.593169837, -3.621308016, -3.783925419, -3.753116583, -3.6858519, -3.774618016, -3.79152548, -3.68986238, -3.69283384, -3.807202279, -3.735637717, -3.709704711, -3.6904035, -3.695209949, -3.635133826, -3.611465759, -3.658599532, -3.635571004, -3.669446787, -3.646883387, -3.637392615, -3.695759278, -3.623403334, -3.6626495, -3.727911159, -3.751916264, -3.77783378, -3.756906024, -3.734171678, -3.739106223, -3.831780169, -3.736641504, -3.75682805, -3.759428417, -3.745771718, -3.729638477, -3.740186134, -3.70985858, -3.798909369, -3.73403382, -3.816427066, -3.874715029, -3.76797843, -3.72225015, -3.752668025, -3.771544564, -3.837691908, -3.718203882, -3.86402699, -3.863545433, -3.786982308, -3.806326586, -3.821201089, -3.849343411, -3.86489449, -3.812495254, -3.775876337, -3.872188547, -3.623514403, -3.612070828, -3.694966495, -3.704337221, -3.675912376, -3.639147584, -3.650528497, -3.603312655, -3.669261728, -3.70742568, -3.709429507, -3.680128256, -3.704342022, -3.6858256, -3.707966343, -3.699256778, -3.66366769, -3.697892329, -3.715975032, -3.705667145, -3.693635291, -3.702681993, -3.695855105, -3.700914056, -3.695125551, -3.719452174, -3.694234726, -3.711206486, -3.693191433, -3.694177839, -3.713414286, -3.711990993, -3.692651332, -3.667918653, -3.715962574, -3.656188123, -3.676648794, -3.661189836, -3.63560058, -3.691010383, -3.674964502, -3.645820621, -3.652579637, -3.675416373, -3.662905159, -3.638331255, -3.645246662, -3.674823829, -3.70568424, -3.63958235, -3.686637032, -3.682919601, -3.706652231, -3.587529851, -3.6956252, -3.760809653, -3.768135975, -3.608164957, -3.74488166, -3.761019687, -3.6976645, -3.63816409, -3.6749023, -3.594013968, -3.657582365, -3.765354359, -3.751217472, -3.708167578, -3.715963813, -3.682585355, -3.731327676, -3.642834404, -3.711057634, -3.647365166, -3.689545126, -3.626847447, -3.61700473, -3.72361563, -3.739826645, -3.738937772, -3.688641465, -3.741000003, -3.726795069, -3.670409623, -3.6732863, -3.712297358, -3.744300361, -3.695054953, -3.745343133, -3.7180913, -3.668599051, -3.723134262, -3.673860948, -3.718373526, -3.727241956, -3.684064546, -3.669523456, -3.706901007, -3.699255079, -3.717704366, -3.641060838, -3.718411259, -3.652004711, -3.672157755, -3.600156646, -3.712392392, -3.633310367, -3.691495499, -3.713741354, -3.7230534, -3.60788713, -3.662973684, -3.715830358, -3.725899507, -3.615469606, -3.625725983, -3.715983795, -3.569198792, -3.561193228, -3.527184756, -3.5345387, -3.525504192, -3.547931164, -3.535417765, -3.569541068, -3.593254085, -3.582531126, -3.616210052, -3.6770523, -3.648674575, -3.641813746, -3.703170083, -3.6768482, -3.6776315, -3.678220652, -3.679175081, -3.661791533, -3.707522394, -3.678585458, -3.716357309, -3.6793754, -3.635122746, -3.675802343, -3.595982859, -3.602404005, -3.621566677, -3.6958849, -3.608865632, -3.652739767, -3.447526066, -3.477452635, -3.524799759, -3.547281479, -3.520602741","-3.684449121, -3.684601835, -3.684772514, -3.684916245, -3.685086925, -3.685257605, -3.685437268, -3.685607948, -3.685778628, -3.685949307, -3.686119987, -3.686317617, -3.686488297, -3.686685926, -3.686910505, -3.687081185, -3.68729678, -3.68746746, -3.687674073, -3.687862719, -3.688060348, -3.688248995, -3.688473573, -3.688698152, -3.688850866, -3.688940697, -3.689030529, -3.68912036, -3.689201209, -3.689300024, -3.689371889, -3.689479687, -3.689560535, -3.689641383, -3.689749181, -3.689847996, -3.689946811, -3.690081558, -3.690207322, -3.690333086, -3.690449867, -3.690548682, -3.690683429, -3.690782244, -3.690881058, -3.690952924, -3.691051738, -3.69114157, -3.691231401, -3.691330216, -3.691420048, -3.691473946, -3.691509879, -3.691545812, -3.691590727, -3.691635643, -3.691680559, -3.691716492, -3.691743441, -3.691420048, -3.691096654, -3.690782244, -3.690476817, -3.690162406, -3.689901895, -3.689596468, -3.689300024, -3.689003579, -3.688761034, -3.688626287, -3.688554422, -3.688590354, -3.688761034, -3.688931714, -3.689111377, -3.68929104, -3.689452737, -3.689623417, -3.689794097, -3.68997376, -3.690171389, -3.690351052, -3.690530715, -3.690728345, -3.690890042, -3.69114157, -3.691366149, -3.691563778, -3.691806323, -3.692075818, -3.692327346, -3.692569891, -3.69279447, -3.692983116, -3.693117863, -3.693252611, -3.693378375, -3.693486173, -3.693629903, -3.693755667, -3.693899398, -3.694016179, -3.694123977, -3.694123977, -3.694043128, -3.69396228, -3.693854482, -3.693728718, -3.69362092, -3.693504139, -3.693351425, -3.693198712, -3.693037015, -3.692893285, -3.692749554, -3.692605824, -3.692462093, -3.69230938, -3.692129717, -3.691959037, -3.691824289, -3.692012936, -3.692426161, -3.692848369, -3.693207695, -3.693351425, -3.693396341, -3.693468206, -3.693531088, -3.693602954, -3.693638886, -3.693728718, -3.6937916, -3.693872448, -3.693926347, -3.693980246, -3.694052111, -3.694088044, -3.694168892, -3.694222791, -3.69430364, -3.694366522, -3.694438387, -3.694501269, -3.694582117, -3.694636016, -3.694671949, -3.694752797, -3.694806696, -3.694869578, -3.694896528, -3.694941443, -3.694977376, -3.695031275, -3.695049241"
"40.41659","40.3897687, 40.45033105, 40.41246303, 40.40884679, 40.47680706, 40.42904964, 40.39155775, 40.37238111, 40.44696668, 40.45427875, 40.42000686, 40.43491591, 40.37018451, 40.36322146, 40.4044466, 40.38731393, 40.39553551, 40.40125568, 40.48013292, 40.46689362, 40.3926568, 40.39819187, 40.44197376, 40.38216046, 40.46055089, 40.41234081, 40.42618231, 40.46441696, 40.36006503, 40.37959325, 40.38363227, 40.40785518, 40.48040886, 40.39697435, 40.37769758, 40.45842113, 40.49507881, 40.34984122, 40.41640918, 40.42408481, 40.4521354, 40.50119961, 40.55441859, 40.5597624, 40.52759393, 40.53194807, 40.50832463, 40.55047959, 40.54101898, 40.50525032, 40.55037444, 40.5155342, 40.38082724, 40.37199789, 40.35795246, 40.36421751, 40.37585969, 40.373594, 40.35008149, 40.30080675, 40.28873925, 40.32659685, 40.29324358, 40.32906791, 40.33663166, 40.31862322, 40.28267241, 40.30992262, 40.28574839, 40.31652112, 40.32176555, 40.31179863, 40.33474027, 40.32897617, 40.29680382, 40.32422047, 40.30902476, 40.3284971, 40.28683533, 40.28517056, 40.3496796, 40.34589074, 40.32167612, 40.34542573, 40.33615451, 40.33511701, 40.41828444, 40.42239066, 40.41921937, 40.43840594, 40.42453957, 40.42361352, 40.42661312, 40.42374301, 40.42790259, 40.42483752, 40.41808648, 40.42293826, 40.43321672, 40.4207967, 40.42131168, 40.41804936, 40.43088079, 40.38409341, 40.43065877, 40.42012753, 40.3595782, 40.40511862, 40.37502451, 40.40850775, 40.39114618, 40.43501556, 40.40307054, 40.42340891, 40.34153554, 40.36998949, 40.42708, 40.34122314, 40.35089027, 40.44824372, 40.43059578, 40.45582441, 40.43803078, 40.45353465, 40.4638043, 40.42541428, 40.43467125, 40.45944135, 40.4753673, 40.4291641, 40.47686709, 40.46941987, 40.47711117, 40.4441856, 40.42965898, 40.47446699, 40.42543132, 40.42502992, 40.40386919, 40.45778837, 40.4277594, 40.38562452, 40.39480136, 40.44942038, 40.38781832, 40.40323585, 40.4226137, 40.43804243, 40.4324163, 40.45346694, 40.43188854, 40.39056753, 40.38438092, 40.41127437, 40.39735241, 40.43277966, 40.3884634, 40.43569222, 40.40703139, 40.43357684, 40.43315277, 40.44084309, 40.44374289, 40.39334979, 40.38884177, 40.40991964, 40.3930949, 40.39269915, 40.44355521, 40.40696791, 40.4332301, 40.44635716, 40.39922754, 40.39115561, 40.40509473, 40.4465771, 40.42288839, 40.38690231, 40.40206493, 40.38459863, 40.41389472, 40.44378894, 40.41506319, 40.38709277, 40.43837373, 40.47021552, 40.43019755, 40.48009394, 40.43909132, 40.43933626, 40.43339012, 40.45647367, 40.42842044, 40.43824923, 40.43905997, 40.4850272, 40.43298035, 40.43944335, 40.47592079, 40.49510107, 40.42798526, 40.42798426, 40.46482081, 40.42249256, 40.42372991, 40.4177638, 40.41760391, 40.42295168, 40.42514488, 40.42441071, 40.46864417, 40.49175904, 40.4757686, 40.46389128, 40.4565932, 40.46799292, 40.40522026, 40.47688139, 40.4579538, 40.4504367, 40.44426482, 40.46761952, 40.41146804, 40.48465657, 40.41838875, 40.49108858, 40.4297799, 40.40050942, 40.46299967, 40.40131238, 40.40381066, 40.40004254, 40.46943003, 40.40420925, 40.41024021, 40.30366479, 40.31901407, 40.34134104, 40.36676887, 40.32836871","40.48240024, 40.48186046, 40.48125918, 40.48073989, 40.48007027, 40.47950314, 40.47892234, 40.47834153, 40.47776755, 40.4771799, 40.47655808, 40.47590209, 40.47523926, 40.47456275, 40.4738589, 40.47312771, 40.47247169, 40.47180199, 40.47109811, 40.47040789, 40.46969717, 40.46902061, 40.46830303, 40.46759912, 40.46697038, 40.4661366, 40.46537799, 40.46468088, 40.4640316, 40.46332081, 40.46258951, 40.46178302, 40.46105853, 40.46025202, 40.45941816, 40.45867314, 40.45773673, 40.4567593, 40.45572033, 40.45470869, 40.45369704, 40.4527879, 40.45178306, 40.45092858, 40.45014929, 40.44937683, 40.44865221, 40.44792075, 40.44716193, 40.44638943, 40.44545969, 40.44466666, 40.44392148, 40.44319681, 40.44247212, 40.44169957, 40.44094752, 40.4402775, 40.4397579, 40.43923145, 40.43867765, 40.43813751, 40.43767259, 40.4371598, 40.43674272, 40.43625044, 40.43579234, 40.43530688, 40.43471202, 40.43408981, 40.43354964, 40.43294793, 40.43236672, 40.43173765, 40.43101968, 40.43034273, 40.42972731, 40.42902983, 40.42840072, 40.42768956, 40.42693735, 40.42626719, 40.42554916, 40.42483797, 40.42420882, 40.42364122, 40.42312148, 40.4226291, 40.42206148, 40.42141863, 40.42083049, 40.42028338, 40.41974994, 40.4192712, 40.41875827, 40.41830689, 40.41788286, 40.41747935, 40.4170006, 40.4165492, 40.41609781, 40.41563957, 40.41531127, 40.41509925, 40.41488723, 40.41466836, 40.41436058, 40.4140528, 40.41373818, 40.41340988, 40.41302686, 40.41260279, 40.41217873, 40.4117615, 40.41135795, 40.41098176, 40.41059872, 40.41014728, 40.40968216, 40.40927176, 40.40882715, 40.40840991, 40.40797897, 40.40754804, 40.40717867, 40.4066588, 40.40611841, 40.40553014, 40.40494186, 40.40434673, 40.40379264, 40.40317014, 40.40256131, 40.40187724, 40.4013026, 40.40074849, 40.4002491, 40.39970182, 40.39914769, 40.39851831, 40.3979026, 40.3972732, 40.39660275, 40.3959323, 40.39535077, 40.39481029, 40.39427665, 40.39372248, 40.39318883, 40.39273043, 40.39227203, 40.39182731, 40.39151943, 40.39119102, 40.39091734"
