iter	Passed	Remaining
409	4712	12529
410	4725	12521
411	4737	12509
412	4748	12497
413	4759	12484
414	4770	12471
415	4781	12459
416	4794	12452
417	4805	12439
418	4816	12425
419	4827	12412
420	4837	12397
421	4848	12384
422	4859	12371
423	4870	12359
424	4880	12344
425	4891	12331
426	4902	12319
427	4913	12306
428	4927	12300
429	4937	12287
430	4949	12275
431	4960	12263
432	4970	12249
433	4982	12237
434	4992	12223
435	5003	12210
436	5014	12197
437	5025	12185
438	5036	12172
439	5049	12163
440	5060	12151
441	5067	12129
442	5078	12116
443	5088	12101
444	5099	12089
445	5110	12077
446	5122	12066
447	5132	12052
448	5145	12043
449	5156	12031
450	5167	12019
451	5178	12006
452	5190	11996
453	5201	11984
454	5212	11971
455	5223	11958
456	5234	11947
457	5246	11935
458	5257	11922
459	5267	11909
460	5277	11895
461	5288	11881
462	5300	11872
463	5311	11859
464	5322	11845
465	5333	11833
466	5343	11820
467	5354	11808
468	5365	11794
469	5375	11780
470	5386	11768
471	5397	11755
472	5410	11746
473	5422	11738
474	5434	11726
475	5445	11713
476	5455	11700
477	5466	11687
478	5477	11675
479	5490	11668
480	5502	11656
481	5512	11643
482	5523	11630
483	5533	11616
484	5544	11603
485	5555	11591
486	5565	11577
487	5576	11564
488	5587	11551
489	5598	11539
490	5609	11527
491	5620	11515
492	5631	11502
493	5642	11489
494	5661	11495
495	5679	11496
496	5690	11483
497	5701	11471
498	5712	11459
499	5723	11446
500	5733	11433
501	5744	11420
502	5755	11408
503	5766	11395
504	5777	11383
505	5787	11370
506	5798	11357
507	5809	11344
508	5820	11331
509	5830	11317
510	5841	11305
511	5852	11293
512	5864	11282
513	5877	11274
514	5888	11261
515	5899	11250
516	5909	11236
517	5920	11224
518	5936	11220
519	5946	11207
520	5957	11194
521	5968	11181
522	5978	11168
523	5989	11155
524	6001	11145
525	6012	11133
526	6023	11121
527	6034	11109
528	6047	11099
529	6058	11088
530	6070	11077
531	6081	11065
532	6092	11053
533	6104	11042
534	6114	11029
535	6126	11018
536	6137	11007
537	6158	11011
538	6170	11001
539	6181	10989
540	6192	10977
541	6204	10965
542	6215	10953
543	6226	10941
544	6237	10929
545	6248	10916
546	6261	10909
547	6272	10897
548	6283	10884
549	6295	10874
550	6306	10862
551	6317	10850
552	6329	10839
553	6341	10828
554	6353	10818
555	6367	10810
556	6378	10798
557	6387	10783
558	6398	10771
559	6409	10758
560	6421	10748
561	6433	10737
562	6445	10726
563	6456	10714
564	6467	10702
565	6478	10690
566	6489	10678
567	6500	10666
568	6511	10653
569	6522	10641
570	6533	10629
571	6544	10617
572	6555	10605
573	6566	10593
574	6577	10581
575	6589	10570
576	6600	10559
577	6611	10546
578	6622	10534
579	6650	10548
580	6661	10537
581	6673	10525
582	6684	10513
583	6694	10500
584	6706	10489
585	6717	10477
586	6727	10464
587	6739	10452
588	6750	10440
589	6761	10429
590	6772	10416
591	6783	10403
592	6793	10390
593	6804	10379
594	6816	10367
595	6828	10357
596	6840	10345
597	6851	10333
598	6864	10324
599	6875	10313
600	6886	10301
601	6898	10290
602	6909	10278
603	6920	10266
604	6931	10254
605	6942	10242
606	6953	10229
607	6964	10217
608	6975	10205
609	6986	10193
610	6997	10181
611	7008	10169
612	7019	10157
613	7030	10145
614	7042	10134
615	7053	10122
616	7064	10110
617	7075	10098
618	7090	10091
619	7101	10079
620	7112	10068
621	7124	10056
622	7135	10044
623	7147	10033
624	7158	10021
625	7169	10009
626	7182	10000
627	7209	10010
628	7224	10004
629	7242	10000
630	7260	9998
631	7274	9990
632	7295	9992
633	7316	9993
634	7340	9998
635	7353	9989
636	7379	9997
637	7396	9993
638	7410	9984
639	7424	9977
640	7448	9981
641	7471	9985
642	7498	9994
643	7524	10001
644	7551	10010
645	7572	10011
646	7588	10004
647	7616	10014
648	7645	10025
649	7672	10033
650	7696	10037
651	7721	10042
652	7736	10035
653	7751	10027
654	7767	10020
655	7782	10012
656	7799	10007
657	7812	9997
658	7827	9988
659	7840	9979
660	7855	9970
661	7870	9962
662	7884	9953
663	7899	9945
664	7915	9939
665	7937	9939
666	7966	9949
667	7992	9955
668	8021	9964
669	8047	9969
670	8079	9982
671	8101	9982
672	8127	9987
673	8157	9997
674	8184	10003
675	8210	10007
676	8236	10012
677	8262	10017
678	8291	10024
679	8312	10024
680	8339	10029
681	8365	10033
682	8392	10039
683	8419	10044
684	8442	10044
685	8467	10047
686	8495	10054
687	8512	10046
688	8537	10048
689	8563	10052
690	8590	10056
691	8610	10054
692	8635	10055
693	8662	10060
694	8685	10060
695	8701	10051
696	8727	10054
697	8753	10057
698	8772	10052
699	8796	10053
700	8822	10055
701	8845	10054
702	8871	10057
703	8902	10066
704	8929	10069
705	8958	10074
706	8975	10066
707	9002	10070
708	9031	10076
709	9057	10077
710	9081	10078
711	9112	10085
712	9142	10091
713	9169	10094
714	9198	10099
715	9229	10105
716	9257	10109
717	9288	10116
718	9308	10110
719	9342	10121
720	9368	10122
721	9399	10128
722	9425	10129
723	9455	10135
724	9486	10140
725	9505	10134
726	9534	10137
727	9558	10136
728	9584	10137
729	9611	10138
730	9640	10141
731	9669	10145
732	9695	10144
733	9721	10145
734	9748	10146
735	9775	10147
736	9791	10136
737	9804	10123
738	9819	10112
739	9833	10099
740	9855	10094
741	9882	10095
742	9905	10091
743	9928	10088
744	9951	10085
745	9979	10086
746	10006	10086
747	10033	10086
748	10059	10085
749	10079	10079
750	10106	10079
751	10132	10078
752	10162	10081
753	10179	10071
754	10202	10067
755	10230	10068
756	10250	10061
757	10271	10054
758	10289	10045
759	10304	10032
760	10318	10019
761	10332	10007
762	10348	9996
763	10372	9992
764	10398	9990
765	10425	9990
766	10454	9991
767	10481	9990
768	10511	9992
769	10530	9983
770	10559	9984
771	10588	9984
772	10611	9979
773	10631	9971
774	10658	9970
775	10685	9969
776	10708	9964
777	10733	9961
778	10759	9958
779	10784	9954
780	10809	9951
781	10836	9949
782	10861	9945
783	10889	9944
784	10920	9946
785	10947	9944
786	10977	9945
787	11001	9940
788	11029	9939
789	11055	9936
790	11082	9933
791	11107	9929
792	11138	9930
793	11165	9927
794	11190	9923
795	11217	9921
796	11242	9916
797	11266	9911
798	11293	9908
799	11316	9902
800	11343	9899
801	11363	9889
802	11388	9885
803	11406	9874
804	11423	9862
805	11441	9851
806	11456	9838
807	11472	9825
808	11488	9812
809	11511	9805
810	11539	9803
811	11562	9797
812	11589	9793
813	11617	9791
814	11642	9785
815	11668	9781
816	11701	9782
817	11726	9776
818	11746	9767
819	11767	9758
820	11786	9748
821	11816	9746
822	11839	9739
823	11857	9727
824	11869	9711
825	11881	9694
826	11891	9677
827	11903	9660
828	11914	9643
829	11925	9626
830	11936	9609
831	11947	9592
832	11958	9575
833	11970	9558
834	11981	9542
835	11993	9526
836	12005	9509
837	12016	9493
838	12027	9475
839	12039	9459
840	12049	9442
841	12060	9425
842	12071	9408
843	12084	9392
844	12095	9375
845	12106	9359
846	12117	9342
847	12128	9325
848	12140	9308
849	12156	9296
850	12168	9279
851	12179	9263
852	12190	9246
853	12201	9229
854	12212	9213
855	12223	9196
856	12231	9177
857	12242	9160
858	12254	9144
859	12266	9128
860	12277	9111
861	12288	9095
862	12298	9078
863	12309	9061
864	12320	9044
865	12330	9027
866	12341	9010
867	12352	8993
868	12363	8977
869	12374	8960
870	12385	8944
871	12392	8924
872	12403	8908
873	12413	8891
874	12424	8874
875	12435	8858
876	12446	8842
877	12451	8820
878	12462	8804
879	12473	8788
880	12484	8771
881	12487	8749
882	12499	8733
883	12510	8717
884	12521	8701
885	12532	8684
886	12543	8668
887	12554	8652
888	12565	8635
889	12576	8620
890	12587	8603
891	12599	8587
892	12610	8571
893	12621	8555
894	12635	8541
895	12646	8525
896	12657	8508
897	12677	8498
898	12694	8486
899	12704	8469
900	12716	8454
901	12727	8438
902	12739	8422
903	12750	8406
904	12760	8389
905	12771	8373
906	12783	8357
907	12794	8341
908	12805	8325
909	12817	8310
910	12828	8294
911	12839	8278
912	12850	8261
913	12861	8245
914	12872	8230
915	12883	8213
916	12894	8197
917	12905	8181
918	12927	8173
919	12942	8159
920	12957	8145
921	12967	8129
922	12979	8113
923	12990	8097
924	13001	8081
925	13012	8065
926	13026	8051
927	13037	8035
928	13048	8019
929	13059	8004
930	13070	7988
931	13082	7973
932	13097	7959
933	13112	7946
934	13124	7930
935	13135	7915
936	13146	7899
937	13157	7883
938	13170	7868
939	13181	7852
940	13192	7837
941	13204	7821
942	13215	7805
943	13226	7790
944	13242	7777
945	13253	7761
946	13264	7746
947	13276	7730
948	13287	7714
949	13298	7699
950	13309	7683
951	13321	7668
952	13332	7652
953	13344	7637
954	13355	7621
955	13366	7606
956	13377	7590
957	13389	7575
958	13400	7559
959	13411	7544
960	13422	7528
961	13433	7512
962	13444	7497
963	13455	7481
964	13466	7466
965	13477	7450
966	13489	7435
967	13500	7419
968	13511	7404
969	13523	7389
970	13535	7374
971	13546	7358
972	13557	7343
973	13567	7327
974	13580	7312
975	13591	7297
976	13603	7281
977	13614	7266
978	13625	7251
979	13641	7238
980	13660	7227
981	13671	7211
982	13683	7196
983	13694	7181
984	13705	7165
985	13717	7150
986	13727	7135
987	13738	7119
988	13750	7104
989	13763	7090
990	13779	7077
991	13790	7062
992	13803	7047
993	13814	7032
994	13826	7017
995	13837	7002
996	13848	6986
997	13860	6971
998	13870	6956
999	13881	6940
1000	13892	6925
1001	13904	6910
1002	13914	6895
1003	13925	6879
1004	13937	6864
1005	13947	6849
1006	13959	6833
1007	13973	6820
1008	13984	6805
1009	13996	6790
1010	14001	6772
1011	14012	6757
1012	14024	6742
1013	14035	6727
1014	14048	6712
1015	14059	6697
1016	14070	6682
1017	14081	6667
1018	14095	6653
1019	14106	6638
1020	14118	6623
1021	14128	6608
1022	14138	6592
1023	14149	6577
1024	14160	6562
1025	14171	6546
1026	14182	6531
1027	14192	6516
1028	14203	6501
1029	14213	6485
1030	14224	6470
1031	14235	6455
1032	14246	6440
1033	14257	6425
1034	14267	6410
1035	14278	6394
1036	14292	6381
1037	14303	6366
1038	14316	6351
1039	14327	6336
1040	14337	6321
1041	14348	6306
1042	14360	6292
1043	14371	6277
1044	14382	6262
1045	14393	6247
1046	14404	6232
1047	14415	6217
1048	14425	6202
1049	14437	6187
1050	14448	6172
1051	14459	6157
1052	14470	6142
1053	14481	6127
1054	14492	6113
1055	14503	6098
1056	14514	6083
1057	14526	6068
1058	14537	6053
1059	14548	6039
1060	14559	6024
1061	14570	6009
1062	14580	5994
1063	14591	5979
1064	14606	5966
1065	14620	5952
1066	14634	5938
1067	14650	5926
1068	14662	5911
1069	14674	5897
1070	14685	5882
1071	14698	5868
1072	14709	5853
1073	14720	5839
1074	14732	5824
1075	14743	5809
1076	14754	5794
1077	14765	5780
1078	14775	5764
1079	14785	5749
1080	14796	5735
1081	14807	5720
1082	14818	5705
1083	14829	5690
1084	14840	5676
1085	14851	5661
1086	14862	5647
1087	14873	5632
1088	14884	5617
1089	14896	5603
1090	14907	5588
1091	14919	5574
1092	14930	5559
1093	14942	5545
1094	14953	5530
1095	14964	5516
1096	14977	5502
1097	14988	5487
1098	15000	5473
1099	15010	5458
1100	15021	5443
1101	15033	5429
1102	15044	5414
1103	15055	5400
1104	15067	5385
1105	15078	5371
1106	15089	5356
1107	15100	5342
1108	15112	5328
1109	15123	5313
1110	15134	5299
1111	15145	5284
1112	15156	5270
1113	15167	5255
1114	15178	5241
1115	15189	5226
1116	15200	5212
1117	15213	5198
1118	15226	5184
1119	15238	5170
1120	15249	5155
1121	15259	5141
1122	15270	5126
1123	15282	5112
1124	15293	5097
1125	15305	5083
1126	15316	5069
1127	15328	5054
1128	15339	5040
1129	15351	5026
1130	15362	5012
1131	15373	4997
1132	15385	4983
1133	15397	4969
1134	15408	4955
1135	15419	4940
1136	15431	4926
1137	15442	4912
1138	15453	4897
1139	15464	4883
1140	15476	4869
1141	15488	4855
1142	15498	4840
1143	15511	4827
1144	15522	4812
1145	15533	4798
1146	15544	4783
1147	15555	4769
1148	15567	4755
1149	15578	4741
1150	15589	4727
1151	15616	4717
1152	15629	4703
1153	15640	4689
1154	15652	4675
1155	15663	4661
1156	15674	4646
1157	15685	4632
1158	15696	4618
1159	15707	4603
1160	15718	4589
1161	15729	4575
1162	15740	4561
1163	15751	4546
1164	15763	4532
1165	15774	4518
1166	15785	4504
1167	15796	4489
1168	15806	4475
1169	15817	4461
1170	15828	4447
1171	15839	4432
1172	15850	4418
1173	15862	4404
1174	15875	4391
1175	15886	4376
1176	15897	4362
1177	15909	4348
1178	15922	4335
1179	15934	4321
1180	15945	4306
1181	15955	4292
1182	15966	4278
1183	15978	4264
1184	15989	4250
1185	16000	4236
1186	16012	4222
1187	16023	4208
1188	16034	4194
1189	16045	4180
1190	16056	4165
1191	16067	4151
1192	16079	4137
1193	16089	4123
1194	16100	4109
1195	16112	4095
1196	16122	4081
1197	16133	4067
1198	16144	4052
1199	16155	4038
1200	16166	4024
1201	16178	4010
1202	16189	3996
1203	16200	3982
1204	16211	3968
1205	16221	3954
1206	16232	3940
1207	16243	3926
1208	16254	3912
1209	16265	3898
1210	16279	3885
1211	16290	3870
1212	16301	3856
1213	16312	3843
1214	16323	3829
1215	16335	3815
1216	16345	3801
1217	16356	3787
1218	16371	3774
1219	16382	3759
1220	16394	3746
1221	16405	3732
1222	16416	3718
1223	16430	3704
1224	16441	3690
1225	16452	3676
1226	16463	3662
1227	16474	3648
1228	16484	3634
1229	16495	3620
1230	16506	3606
1231	16516	3592
1232	16527	3578
1233	16537	3564
1234	16548	3550
1235	16560	3537
1236	16577	3524
1237	16597	3512
1238	16608	3498
1239	16622	3485
1240	16633	3471
1241	16645	3457
1242	16658	3444
1243	16669	3430
1244	16680	3416
1245	16692	3402
1246	16703	3388
1247	16714	3375
1248	16725	3361
1249	16735	3347
1250	16746	3333
1251	16757	3319
1252	16768	3305
1253	16778	3291
1254	16789	3277
1255	16799	3263
1256	16811	3249
1257	16824	3236
1258	16835	3222
1259	16846	3208
1260	16857	3195
1261	16870	3181
1262	16882	3167
1263	16893	3154
1264	16904	3140
1265	16915	3126
1266	16926	3112
1267	16937	3098
1268	16948	3085
1269	16964	3072
1270	16975	3058
1271	16986	3044
1272	16998	3031
1273	17008	3017
1274	17019	3003
1275	17030	2989
1276	17041	2975
1277	17053	2962
1278	17064	2948
1279	17075	2934
1280	17086	2921
1281	17097	2907
1282	17109	2893
1283	17120	2880
1284	17131	2866
1285	17142	2852
1286	17152	2838
1287	17164	2825
1288	17174	2811
1289	17185	2797
1290	17197	2784
1291	17207	2770
1292	17218	2756
1293	17230	2742
1294	17241	2729
1295	17252	2715
1296	17263	2702
1297	17274	2688
1298	17285	2674
1299	17296	2661
1300	17307	2647
1301	17318	2633
1302	17332	2620
1303	17344	2606
1304	17355	2593
1305	17366	2579
1306	17378	2566
1307	17389	2552
1308	17400	2538
1309	17411	2525
1310	17422	2511
1311	17432	2498
1312	17443	2484
1313	17454	2470
1314	17465	2457
1315	17476	2443
1316	17487	2429
1317	17500	2416
1318	17511	2403
1319	17523	2389
1320	17534	2375
1321	17558	2364
1322	17572	2350
1323	17583	2337
1324	17593	2323
1325	17604	2310
1326	17616	2296
1327	17626	2283
1328	17637	2269
1329	17648	2255
1330	17659	2242
1331	17669	2228
1332	17679	2214
1333	17690	2201
1334	17700	2187
1335	17711	2174
1336	17723	2160
1337	17734	2147
1338	17746	2133
1339	17758	2120
1340	17771	2107
1341	17782	2093
1342	17794	2080
1343	17804	2066
1344	17817	2053
1345	17829	2039
1346	17839	2026
1347	17851	2012
1348	17861	1999
1349	17871	1985
1350	17882	1972
1351	17893	1958
1352	17905	1945
1353	17915	1931
1354	17926	1918
1355	17937	1904
1356	17948	1891
1357	17959	1877
1358	17969	1864
1359	17981	1850
1360	17991	1837
1361	18002	1824
1362	18013	1810
1363	18024	1797
1364	18034	1783
1365	18045	1770
1366	18056	1756
1367	18067	1743
1368	18078	1729
1369	18089	1716
1370	18100	1703
1371	18111	1689
1372	18121	1676
1373	18132	1662
1374	18143	1649
1375	18153	1635
1376	18164	1622
1377	18175	1609
1378	18186	1595
1379	18197	1582
1380	18207	1568
1381	18218	1555
1382	18229	1542
1383	18238	1528
1384	18249	1515
1385	18260	1501
1386	18272	1488
1387	18283	1475
1388	18294	1461
1389	18304	1448
1390	18316	1435
1391	18328	1422
1392	18340	1408
1393	18351	1395
1394	18363	1382
1395	18374	1368
1396	18385	1355
1397	18397	1342
1398	18408	1328
1399	18419	1315
1400	18430	1302
1401	18442	1289
1402	18453	1275
1403	18464	1262
1404	18474	1249
1405	18485	1235
1406	18496	1222
1407	18507	1209
1408	18524	1196
1409	18544	1183
1410	18556	1170
1411	18566	1157
1412	18577	1143
1413	18587	1130
1414	18598	1117
1415	18609	1103
1416	18619	1090
1417	18635	1077
1418	18645	1064
1419	18656	1051
1420	18667	1037
1421	18678	1024
1422	18688	1011
1423	18699	997
1424	18709	984
1425	18720	971
1426	18733	958
1427	18744	945
1428	18755	931
1429	18768	918
1430	18780	905
1431	18791	892
1432	18803	879
1433	18813	865
1434	18824	852
1435	18835	839
1436	18848	826
1437	18859	813
1438	18870	799
1439	18881	786
1440	18891	773
1441	18902	760
1442	18913	747
1443	18927	734
1444	18938	720
1445	18949	707
1446	18960	694
1447	18970	681
1448	18980	668
1449	18991	654
1450	19003	641
1451	19014	628
1452	19025	615
1453	19036	602
1454	19050	589
1455	19061	576
1456	19072	562
1457	19083	549
1458	19094	536
1459	19104	523
1460	19115	510
1461	19126	497
1462	19136	483
1463	19148	470
1464	19159	457
1465	19169	444
1466	19180	431
1467	19191	418
1468	19202	405
1469	19214	392
1470	19224	379
1471	19234	365
1472	19245	352
1473	19256	339
1474	19267	326
1475	19278	313
1476	19289	300
1477	19300	287
1478	19310	274
1479	19321	261
1480	19331	248
1481	19342	234
1482	19353	221
1483	19364	208
1484	19377	195
1485	19388	182
1486	19399	169
1487	19410	156
1488	19421	143
1489	19431	130
1490	19442	117
1491	19453	104
1492	19464	91
1493	19475	78
1494	19486	65
1495	19504	52
1496	19521	39
1497	19531	26
1498	19543	13
1499	19554	0
