iter	RMSE
1044	0.1099164922
1045	0.1098668603
1046	0.1098498336
1047	0.1098228657
1048	0.1097932132
1049	0.1097615212
1050	0.1097254474
1051	0.1096754325
1052	0.1096544114
1053	0.1095920082
1054	0.1095591004
1055	0.1095524012
1056	0.1095229961
1057	0.1094816482
1058	0.1094412363
1059	0.1093893707
1060	0.1093775176
1061	0.1093638423
1062	0.1093385046
1063	0.1093298315
1064	0.1092963593
1065	0.1092637552
1066	0.1092281273
1067	0.1091776858
1068	0.1091062025
1069	0.1090862896
1070	0.1090543963
1071	0.1090267432
1072	0.1089852989
1073	0.1089514757
1074	0.1089123946
1075	0.1088809352
1076	0.1088764649
1077	0.1088356799
1078	0.1087834356
1079	0.1087511322
1080	0.1087278995
1081	0.108700488
1082	0.1086625053
1083	0.1086159702
1084	0.1085553308
1085	0.1085182768
1086	0.1084780021
1087	0.1083981453
1088	0.1083722242
1089	0.1083300143
1090	0.1082929048
1091	0.1082521324
1092	0.1081968965
1093	0.1081474536
1094	0.1080702825
1095	0.1080499118
1096	0.1080108957
1097	0.1079835449
1098	0.107933208
1099	0.1079185848
1100	0.107882135
1101	0.1078509507
1102	0.1078182571
1103	0.1077961741
1104	0.1077660981
1105	0.1077171411
1106	0.1076979033
1107	0.107657748
1108	0.1076240566
1109	0.1075789209
1110	0.1075381094
1111	0.1074915512
1112	0.1074669344
1113	0.107452287
1114	0.1074414157
1115	0.1073923197
1116	0.1073606215
1117	0.1073427212
1118	0.1073318181
1119	0.1073065109
1120	0.1072842632
1121	0.1072729147
1122	0.107249787
1123	0.1072367621
1124	0.1071883854
1125	0.1071732157
1126	0.1071410657
1127	0.1071192592
1128	0.1070941346
1129	0.1070666797
1130	0.1070374642
1131	0.1069949595
1132	0.1069602892
1133	0.1069190715
1134	0.1068644234
1135	0.1068259201
1136	0.1067943605
1137	0.1067368873
1138	0.1067003718
1139	0.1066397427
1140	0.1066156729
1141	0.1065595826
1142	0.1064909974
1143	0.1064646001
1144	0.1064496232
1145	0.1064344229
1146	0.1064159235
1147	0.1063818151
1148	0.1063198459
1149	0.1062655903
1150	0.1062260024
1151	0.1062159848
1152	0.1061822287
1153	0.1061789248
1154	0.1061312823
1155	0.1061237812
1156	0.1060750759
1157	0.1060473523
1158	0.1060087334
1159	0.1059677221
1160	0.1059451629
1161	0.1059033931
1162	0.1058641045
1163	0.1058223216
1164	0.1057848291
1165	0.1057594177
1166	0.1057408215
1167	0.1057006087
1168	0.1056483479
1169	0.1056336557
1170	0.1055916382
1171	0.1055509008
1172	0.1054978225
1173	0.1054798825
1174	0.1054394629
1175	0.1053862618
1176	0.1053599508
1177	0.1053283507
1178	0.1053087601
1179	0.1052694029
1180	0.1052303213
1181	0.1051855718
1182	0.1051665167
1183	0.1051344275
1184	0.1051342994
1185	0.1051182828
1186	0.1050853074
1187	0.1050470577
1188	0.1050095952
1189	0.1049462593
1190	0.104926807
1191	0.1048835758
1192	0.1048480694
1193	0.1048119715
1194	0.1047838129
1195	0.1047473014
1196	0.1046949139
1197	0.1046804006
1198	0.1046421307
1199	0.1046135699
1200	0.1045774345
1201	0.1045247243
1202	0.1044662142
1203	0.1044318469
1204	0.1044078733
1205	0.1043601863
1206	0.1043290401
1207	0.1042929679
1208	0.1042491852
1209	0.1042296683
1210	0.1041789133
1211	0.1041402195
1212	0.1041182129
1213	0.1040772027
1214	0.1040363082
1215	0.1040126122
1216	0.103983935
1217	0.1039464131
1218	0.1039134092
1219	0.1038821368
1220	0.1038593097
1221	0.1038447675
1222	0.1038178303
1223	0.1037894489
1224	0.1037719309
1225	0.1037365956
1226	0.1037085038
1227	0.1036813896
1228	0.1036538422
1229	0.1036187826
1230	0.1035858512
1231	0.1035368231
1232	0.103492387
1233	0.1034621255
1234	0.1034331037
1235	0.1034021981
1236	0.1033789029
1237	0.1033494082
1238	0.1033072591
1239	0.1032965653
1240	0.103241665
1241	0.1032258139
1242	0.1031966715
1243	0.1031740192
1244	0.1031494402
1245	0.1031254994
1246	0.1031102715
1247	0.1030791588
1248	0.1030405852
1249	0.1030140424
1250	0.1029883464
1251	0.1029647758
1252	0.1029205609
1253	0.1028796995
1254	0.1028361692
1255	0.1027966317
1256	0.1027758125
1257	0.1027501529
1258	0.1027293029
1259	0.1026979003
1260	0.1026689629
1261	0.102629178
1262	0.1026249663
1263	0.1025909657
1264	0.102555388
1265	0.1025413355
1266	0.1025042709
1267	0.102488527
1268	0.1024842769
1269	0.1024456588
1270	0.1023977706
1271	0.1023620937
1272	0.1023428242
1273	0.1023136368
1274	0.102278364
1275	0.1022667256
1276	0.10221263
1277	0.1021470654
1278	0.1021176402
1279	0.1020523457
1280	0.1020284666
1281	0.1019751889
1282	0.1019471829
1283	0.1019109545
1284	0.1018906583
1285	0.1018664576
1286	0.1018456606
1287	0.1017964807
1288	0.1017918183
1289	0.1017528741
1290	0.1017245759
1291	0.1017031596
1292	0.1016740395
1293	0.1016349945
1294	0.1015989756
1295	0.1015691879
1296	0.1015353694
1297	0.1015034757
1298	0.1014769303
1299	0.1014381417
1300	0.1014227619
1301	0.1013783654
1302	0.1013098819
1303	0.101286158
1304	0.101244742
1305	0.1012087823
1306	0.1011720189
1307	0.101128136
1308	0.1011044358
1309	0.1010474749
1310	0.1009905765
1311	0.1009747811
1312	0.1009590056
1313	0.1009404307
1314	0.100893117
1315	0.1008678005
1316	0.1008278713
1317	0.1007841168
1318	0.100746229
1319	0.1007204578
1320	0.1006870748
1321	0.1006522635
1322	0.1006198321
1323	0.1005929687
1324	0.1005541809
1325	0.1005279489
1326	0.1004915377
1327	0.1004480136
1328	0.1004104208
1329	0.1003869703
1330	0.1003654325
1331	0.1003387714
1332	0.1003258192
1333	0.1003005372
1334	0.100277166
1335	0.1002360092
1336	0.1002043908
1337	0.1001658409
1338	0.1001354677
1339	0.1000958624
1340	0.1000603856
1341	0.100028647
1342	0.100017246
1343	0.0999803441
1344	0.09997560335
1345	0.0999379732
1346	0.09991018329
1347	0.09988151872
1348	0.09984893196
1349	0.09983045753
1350	0.09978381582
1351	0.09975370399
1352	0.0997142799
1353	0.09968895343
1354	0.09966425845
1355	0.09961706146
1356	0.09956872676
1357	0.09954181135
1358	0.09952135237
1359	0.0994999606
1360	0.09947492132
1361	0.09944180983
1362	0.0994012497
1363	0.09935959288
1364	0.09931520032
1365	0.09928849235
1366	0.09925126974
1367	0.0992276033
1368	0.09918883765
1369	0.09917201286
1370	0.09915856271
1371	0.09912202309
1372	0.0990890075
1373	0.09906221862
1374	0.09902751638
1375	0.09900540028
1376	0.09897139658
1377	0.09894139777
1378	0.0989050695
1379	0.09889042329
1380	0.09885515217
1381	0.09882623957
1382	0.09879211181
1383	0.09876409608
1384	0.09873087198
1385	0.09870675631
1386	0.09868358149
1387	0.09865423619
1388	0.09861278691
1389	0.09857595029
1390	0.09855892299
1391	0.09854808856
1392	0.09849369143
1393	0.09846594995
1394	0.09841731189
1395	0.09836204971
1396	0.09835243355
1397	0.09832012686
1398	0.09828830746
1399	0.09827829419
1400	0.0982604102
1401	0.09821767089
1402	0.09817245051
1403	0.09815135835
1404	0.09813025368
1405	0.09808913516
1406	0.09804982091
1407	0.09800742816
1408	0.09798666134
1409	0.09798003791
1410	0.0979480333
1411	0.09793260153
1412	0.09789480776
1413	0.09788229634
1414	0.09786000401
1415	0.0978345536
1416	0.097807733
1417	0.0977874294
1418	0.09775741919
1419	0.09772515411
1420	0.09769525424
1421	0.09768173844
1422	0.09764068591
1423	0.09760361258
1424	0.09758009986
1425	0.09755467893
1426	0.09752577105
1427	0.09750523551
1428	0.09747257966
1429	0.0974475194
1430	0.09742653607
1431	0.09739633406
1432	0.09737683187
1433	0.09735095519
1434	0.09732027688
1435	0.09725194799
1436	0.09722590333
1437	0.09718509413
1438	0.09716464674
1439	0.09713749386
1440	0.09712905285
1441	0.09709107213
1442	0.09706404046
1443	0.09703620258
1444	0.09700016072
1445	0.09697638536
1446	0.09694729206
1447	0.09691629666
1448	0.09689905653
1449	0.09687815783
1450	0.09686926268
1451	0.09684458085
1452	0.09682312198
1453	0.09680642023
1454	0.09676504552
1455	0.09672360973
1456	0.09670076398
1457	0.09667416756
1458	0.09665356828
1459	0.09661706761
1460	0.09657673647
1461	0.09655631254
1462	0.09653927177
1463	0.09652140055
1464	0.09649310678
1465	0.09647314514
1466	0.09645653782
1467	0.09644266805
1468	0.09641634275
1469	0.09637982846
1470	0.09636696735
1471	0.09635699716
1472	0.09632681302
1473	0.09629922758
1474	0.09627359641
1475	0.09626691646
1476	0.09622423885
1477	0.09618019635
1478	0.09614763442
1479	0.09611528072
1480	0.09610753906
1481	0.09608667231
1482	0.09606170271
1483	0.09604674196
1484	0.09603590629
1485	0.09600717723
1486	0.09598995267
1487	0.09596481553
1488	0.09593860336
1489	0.09592513903
1490	0.09590416169
1491	0.09586692019
1492	0.09584159729
1493	0.0958075719
1494	0.09579218015
1495	0.09577306658
1496	0.09575624405
1497	0.09572155788
1498	0.09569175099
1499	0.095668871
